,Unnamed: 0,unique_id,district,pesticide,plot_acres,country,year,season,crop,field_latitude,field_longitude,plot_hectares,compost,pest_disease
159,31172,480fe90c,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.87001893923585,29.3479785705853,0.0200018901377916,1.0,0.0
160,31183,3cd41d00,Rutsiro,0.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.94559888433519,29.4337582562575,0.0100009450688958,0.0,0.0
161,31187,c62c42bc,Rutsiro,0.0,0.0370692536234856,Rwanda,2016,b season,maize,-1.76810992682904,29.3604003416424,0.015001418069005,0.0,0.0
162,31193,f0915743,Rutsiro,0.0,0.0988513454794884,Rwanda,2016,b season,maize,-1.94926943908149,29.4451097884838,0.0400037802755833,0.0,1.0
163,31200,59cf23e8,Bugarama,0.0,0.247128367424011,Rwanda,2016,b season,maize,-2.65852656736414,29.0310530639911,0.100009456276894,0.0,0.0
164,31222,eedbb20f,Rutsiro,0.0,0.111207768321037,Rwanda,2016,b season,maize,-1.74834334104125,29.3175279686606,0.0450042560696602,0.0,0.0
165,31225,c69f5f6a,Rutsiro,0.0,0.0494256727397442,Rwanda,2016,b season,maize,-1.78237286691295,29.3101871092567,0.0200018901377916,1.0,0.0
166,31229,5cb20b6b,Rutsiro,0.0,0.0864949300885201,Rwanda,2016,b season,maize,-1.95892625324408,29.4377815407567,0.0350033119320869,1.0,0.0
167,31237,2b82aa58,Rutsiro,0.0,0.123564183712006,Rwanda,2016,b season,maize,-1.75721198527585,29.313456566272,0.0500047281384468,0.0,0.0
168,31264,b6c64d0a,Rutsiro,0.0,0.0247128363698721,Rwanda,2016,b season,maize,-1.76677364666899,29.3245291877385,0.0100009450688958,0.0,0.0
169,31270,58dbe947,Gatsibo,0.0,0.17298986017704,Rwanda,2016,b season,maize,-1.78526516559674,30.3522693220897,0.0700066238641739,1.0,0.0
170,31274,646eb840,Rutsiro,0.0,0.0370692536234856,Rwanda,2016,b season,maize,-1.95138346994196,29.4419231322001,0.015001418069005,1.0,0.0
